Time,Tco,Tho
997.0,46.698654,62.342937
998.0,46.698657,62.32822
999.0,46.698659,62.31352
1000.0,46.698661,62.298837
1001.0,46.698663,62.28417
1002.0,46.698666,62.26952
1003.0,46.698668,62.254887
1004.0,46.69867,62.240271
1005.0,46.698671,62.225671
1006.0,46.698673,62.211088
1007.0,46.698675,62.196522
1008.0,46.698676,62.181973
1009.0,46.698678,62.167439
1010.0,46.698679,62.152923
1011.0,46.698681,62.138423
1012.0,46.698682,62.12394
1013.0,46.698683,62.109473
1014.0,46.698683,62.095023
1015.0,46.698684,62.080589
1016.0,46.698685,62.066172
1017.0,46.698685,62.051771
1018.0,46.698686,62.037387
1019.0,46.698686,62.023019
1020.0,46.698686,62.008667
1021.0,46.698685,61.994332
1022.0,46.698685,61.980013
1023.0,46.698685,61.965711
1024.0,46.698684,61.951425
1025.0,46.698683,61.937155
1026.0,46.698682,61.922902
1027.0,46.698681,61.908665
1028.0,46.698679,61.894444
1029.0,46.698678,61.880239
1030.0,46.698676,61.86605
1031.0,46.698674,61.851878
1032.0,46.698671,61.837722
1033.0,46.698669,61.823582
1034.0,46.698667,61.809458
1035.0,46.698666,61.795351
1036.0,46.698665,61.781259
1037.0,46.698663,61.767184
1038.0,46.698662,61.753124
1039.0,46.698661,61.739081
1040.0,46.698659,61.725054
1041.0,46.698658,61.711043
1042.0,46.698656,61.697047
1043.0,46.698655,61.683068
1044.0,46.698653,61.669105
1045.0,46.698651,61.655157
1046.0,46.698649,61.641226
1047.0,46.698647,61.62731
1048.0,46.698645,61.613411
1049.0,46.698643,61.599527
1050.0,46.698641,61.585659
1051.0,46.698639,61.571807
1052.0,46.698637,61.557971
1053.0,46.698635,61.54415
1054.0,46.698633,61.530345
1055.0,46.698631,61.516557
1056.0,46.698629,61.502783
1057.0,46.698627,61.489026
1058.0,46.698624,61.475284
1059.0,46.698622,61.461558
1060.0,46.69862,61.447848
1061.0,46.698618,61.434153
1062.0,46.698616,61.420474
1063.0,46.698614,61.40681
1064.0,46.698611,61.393163
1065.0,46.698609,61.37953
1066.0,46.698607,61.365914
1067.0,46.698605,61.352312
1068.0,46.698604,61.338727
1069.0,46.698602,61.325157
1070.0,46.6986,61.311602
1071.0,46.698598,61.298063
1072.0,46.698597,61.284539
1073.0,46.698595,61.271031
1074.0,46.698594,61.257538
1075.0,46.698593,61.244061
1076.0,46.698591,61.230599
1077.0,46.69859,61.217152
1078.0,46.698589,61.203721
1079.0,46.698589,61.190305
1080.0,46.698588,61.176904
1081.0,46.698588,61.163519
1082.0,46.698588,61.150149
1083.0,46.698588,61.136794
1084.0,46.698585,61.123454
1085.0,46.698583,61.11013
1086.0,46.698581,61.096821
1087.0,46.698579,61.083527
1088.0,46.698576,61.070248
1089.0,46.698574,61.056985
1090.0,46.698572,61.043736
1091.0,46.69857,61.030503
1092.0,46.698568,61.017285
1093.0,46.698565,61.004082
1094.0,46.698563,60.990893
1095.0,46.698561,60.977721
1096.0,46.698559,60.964563
1097.0,46.698557,60.95142
1098.0,46.698555,60.938292
1099.0,46.698553,60.925179
1100.0,46.698552,60.912081
1101.0,46.69855,60.898998
1102.0,46.698548,60.88593
1103.0,46.698546,60.872877
1104.0,46.698545,60.859838
1105.0,46.698543,60.846815
1106.0,46.698542,60.833807
1107.0,46.69854,60.820813
1108.0,46.698539,60.807834
1109.0,46.698538,60.79487
1110.0,46.698536,60.781921
1111.0,46.698535,60.768987
1112.0,46.698534,60.756067
1113.0,46.698533,60.743162
1114.0,46.698533,60.730272
1115.0,46.698532,60.717397
1116.0,46.698531,60.704536
1117.0,46.698531,60.69169
1118.0,46.69853,60.678859
1119.0,46.69853,60.666042
1120.0,46.69853,60.65324
1121.0,46.69853,60.640452
1122.0,46.69853,60.627679
1123.0,46.69853,60.614921
1124.0,46.69853,60.602177
1125.0,46.698531,60.589448
1126.0,46.698532,60.576734
1127.0,46.698532,60.564034
1128.0,46.698533,60.551348
1129.0,46.698534,60.538677
1130.0,46.698536,60.52602
1131.0,46.698537,60.513378
1132.0,46.698539,60.50075
1133.0,46.698538,60.488137
1134.0,46.698535,60.475538
1135.0,46.698533,60.462953
1136.0,46.69853,60.450383
1137.0,46.698527,60.437827
1138.0,46.698524,60.425285
1139.0,46.698521,60.412758
1140.0,46.698518,60.400245
1141.0,46.698515,60.387746
1142.0,46.698512,60.375262
1143.0,46.698509,60.362791
1144.0,46.698505,60.350335
1145.0,46.698502,60.337894
1146.0,46.698498,60.325466
1147.0,46.698495,60.313053
1148.0,46.698491,60.300654
1149.0,46.698487,60.288269
1150.0,46.698484,60.275898
1151.0,46.69848,60.263541
1152.0,46.698476,60.251198
1153.0,46.698472,60.23887
1154.0,46.698468,60.226555
1155.0,46.698464,60.214255
1156.0,46.69846,60.201968
1157.0,46.698456,60.189696
1158.0,46.698452,60.177437
1159.0,46.698448,60.165193
1160.0,46.698443,60.152962
1161.0,46.698439,60.140746
1162.0,46.698435,60.128543
1163.0,46.69843,60.116355
1164.0,46.698426,60.10418
1165.0,46.698422,60.092019
1166.0,46.698417,60.079872
1167.0,46.698413,60.067739
1168.0,46.698408,60.05562
1169.0,46.698403,60.043515
1170.0,46.698399,60.031423
1171.0,46.698394,60.019345
1172.0,46.69839,60.007281
1173.0,46.698385,59.995231
1174.0,46.69838,59.983195
1175.0,46.698376,59.971172
1176.0,46.698371,59.959163
1177.0,46.698367,59.947168
1178.0,46.698362,59.935186
1179.0,46.698357,59.923218
1180.0,46.698353,59.911264
1181.0,46.698348,59.899323
1182.0,46.698344,59.887396
1183.0,46.698339,59.875483
1184.0,46.698335,59.863583
1185.0,46.69833,59.851697
1186.0,46.698326,59.839824
1187.0,46.698321,59.827965
1188.0,46.698317,59.81612
1189.0,46.698313,59.804288
1190.0,46.698308,59.792469
1191.0,46.698304,59.780664
1192.0,46.6983,59.768873
1193.0,46.698296,59.757094
1194.0,46.698292,59.74533
1195.0,46.698288,59.733579
1196.0,46.698284,59.721841
1197.0,46.69828,59.710116
1198.0,46.698276,59.698405
1199.0,46.698273,59.686708
1200.0,46.698269,59.675023
1201.0,46.698266,59.663352
1202.0,46.698262,59.651695
1203.0,46.698259,59.64005
1204.0,46.698256,59.628419
1205.0,46.698253,59.616802
1206.0,46.69825,59.605197
1207.0,46.698248,59.593606
1208.0,46.698245,59.582028
1209.0,46.698242,59.570463
1210.0,46.69824,59.558911
1211.0,46.698238,59.547373
1212.0,46.698236,59.535848
1213.0,46.698234,59.524336
1214.0,46.698232,59.512837
1215.0,46.698231,59.501351
1216.0,46.69823,59.489878
1217.0,46.698229,59.478418
1218.0,46.698228,59.466972
1219.0,46.698227,59.455538
1220.0,46.698226,59.444118
1221.0,46.698226,59.432711
1222.0,46.698226,59.421316
1223.0,46.698226,59.409935
1224.0,46.698226,59.398567
1225.0,46.698227,59.387211
1226.0,46.698228,59.375869
1227.0,46.698229,59.364539
1228.0,46.69823,59.353223
